artist,spotify_url,day,genre,note,songs,song_count,original_songs,review_status,review_notes,sources,related_artists,spotify_image_url,spotify_image_source,spotify_image_note,spotify_top5_tracks,spotify_top5_source,spotify_top5_note
BIGBANG,https://open.spotify.com/artist/4Kxlr1PRlDKEB0ekOCyHgX,Sunday,K-Pop,Legendary K-Pop group reunion. Korean pop royalty back together.,Bang Bang Bang|Fantastic Baby|Lies|Haru Haru|Bad Boy|Monster|Fxxk It|Last Dance|Loser|Sober|Bae Bae|If You|We Like 2 Party,13,Bang Bang Bang|Fantastic Baby|Lies|Haru Haru|Bad Boy|Monster|Fxxk It|Last Dance|Loser|Sober|Bae Bae|If You|We Like 2 Party,,,,KATSEYE; BINI; Taemin; Fujii Kaze,https://image-cdn-ak.spotifycdn.com/image/ab67616100005174597a4257d0022e2ac837fa7d,Spotify oEmbed thumbnail_url,,BANG BANG BANG | FANTASTIC BABY - Japanese ver. | Haru Haru | IF YOU | Blue,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Laufey,https://open.spotify.com/artist/7gW0r5CkdEUMm42w9XpyZO,Sunday,Jazz Pop / Indie,A Matter of Time Tour — swooning neo-jazz in a huge arena. Beautiful.,Clockwork|Lover Girl|Dreamer|Falling Behind|Silver Lining|Bored|Too Little Too Late|Seems Like Old Times|Valentine|Fragile|While You Were Sleeping|Let You Break My Heart Again|Forget-Me-Not|From the Start|Carousel|Mr. Eclectic|Castle in Hollywood|Promise,18,Clockwork|Lover Girl|Dreamer|Falling Behind|Silver Lining|Bored|Too Little Too Late|Seems Like Old Times|Valentine|Fragile|While You Were Sleeping|Let You Break My Heart Again|Forget-Me-Not|From the Start|Carousel|Mr. Eclectic|Castle in Hollywood|Promise,,,,The xx; Ethel Cain; Joyce Manor; CMAT; SOMBR,https://image-cdn-ak.spotifycdn.com/image/ab6761610000517498c2527b85500f68f53084f2,Spotify oEmbed thumbnail_url,,From The Start | Lover Girl | Falling Behind | Promise | Let You Break My Heart Again,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Major Lazer,https://open.spotify.com/artist/738wLrAtLtCtFOLvQBXOXp,Sunday,Electronic / Dancehall,First Coachella since 2016. Lean On will break the internet again.,Lean On (feat. MØ & DJ Snake)|Cold Water (feat. Justin Bieber & MØ)|Light It Up (Remix)|Pon de Floor|Watch Out for This (Bumaye)|Jah No Partial|Get Free|Too Original|Run the World|Powerful|Boom,11,Lean On (feat. MØ & DJ Snake)|Cold Water (feat. Justin Bieber & MØ)|Light It Up (Remix)|Pon de Floor|Watch Out for This (Bumaye)|Jah No Partial|Get Free|Too Original|Run the World|Powerful|Boom,,,,Nine Inch Noize; Disclosure; Moby; fakemink; Groove Armada,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174d18eac6f1e653551fd05a793,Spotify oEmbed thumbnail_url,,Lean On | Cold Water | Light It Up (Remix) | Que Calor (feat. J Balvin & El Alfa) | Closer to You (feat. Major Lazer),Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Iggy Pop,https://open.spotify.com/artist/33EUXrFKGjpUSGacqEHhU4,Sunday,Punk Rock,Living legend. The Godfather of Punk at Coachella 2026.,Lust for Life|The Passenger|I Wanna Be Your Dog|Search and Destroy|Real Wild Child|Candy|Nightclubbing|Raw Power|TV Eye|Down on the Street,10,Lust for Life|The Passenger|I Wanna Be Your Dog|Search and Destroy|Real Wild Child|Candy|Nightclubbing|Raw Power|TV Eye|Down on the Street,,,,Turnstile; Devo; Joyce Manor; Hot Mulligan; Fleshwater,https://image-cdn-ak.spotifycdn.com/image/ab6761610000517421e6d14c3d8aab9887380d00,Spotify oEmbed thumbnail_url,,The Passenger | Lust For Life | Real Wild Child (Wild One) | Candy | God's Lonely Man,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
FKA twigs,https://open.spotify.com/artist/6nB0iY1cjSY1KyhYyuIIKH,Sunday,Art Pop / Electronic,Eusexua Tour — finally here after 2025 visa cancellation. Unmissable.,Eusexua|Perfect Stranger|Room of Fools|Striptease|Perfectly|oh my love|honda|Drums of Death|Cellophane|Two Weeks|Water Me|Sad Day|Papi Pacify|Good to Love|Kicks,15,Eusexua|Perfect Stranger|Room of Fools|Striptease|Perfectly|oh my love|honda|Drums of Death|Cellophane|Two Weeks|Water Me|Sad Day|Papi Pacify|Good to Love|Kicks,,,,Labrinth; Noga Erez; Oklou; fakemink; Ninajirachi,https://image-cdn-ak.spotifycdn.com/image/ab676161000051743f6b8973be0344896d8680ab,Spotify oEmbed thumbnail_url,,"HARD | Sushi | Ego Death (feat. Kanye West, FKA twigs & Skrillex) | oh my love | Eusexua",Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
FKA twigs,https://open.spotify.com/artist/6nB0iY1cjSY1KyhYyuIIKH,Sunday,Art Pop / Electronic,Eusexua Tour — finally here after 2025 visa cancellation. Unmissable.,Eusexua|Perfect Stranger|Room of Fools|Striptease|Perfectly|oh my love|honda|Drums of Death|Cellophane|Two Weeks|Water Me|Sad Day|Papi Pacify|Good to Love|Kicks,15,Eusexua|Perfect Stranger|Room of Fools|Striptease|Perfectly|oh my love|honda|Drums of Death|Cellophane|Two Weeks|Water Me|Sad Day|Papi Pacify|Good to Love|Kicks,,,,Labrinth; Noga Erez; Oklou; fakemink; Ninajirachi,https://image-cdn-ak.spotifycdn.com/image/ab676161000051743f6b8973be0344896d8680ab,Spotify oEmbed thumbnail_url,,"HARD | Sushi | Ego Death (feat. Kanye West, FKA twigs & Skrillex) | oh my love | Eusexua",Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Wet Leg,https://open.spotify.com/artist/2TwOrUcYnAlIiKmVQkkoSZ,Sunday,Indie Rock,"moistourizer 2025 — deadpan witty, hooky indie punk. Great live band.",catch these fists|Wet Dream|Oh No|Supermarket|liquidize|Being in Love|jennifer's body|Ur Mum|davina mccall|pond song|don't speak|pillow talk|Too Late Now|Good Guy|Obvious,15,catch these fists|Wet Dream|Oh No|Supermarket|liquidize|Being in Love|jennifer's body|Ur Mum|davina mccall|pond song|don't speak|pillow talk|Too Late Now|Good Guy|Obvious,,,,Carolina Durante; The Strokes; Interpol; Geese; Blondshell,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174a4e6cf8b3d6ea5a6b4b5fb8f,Spotify oEmbed thumbnail_url,,mangetout | Wet Dream | Chaise Longue | catch these fists | davina mccall,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Clipse,https://open.spotify.com/artist/2J257euzcjnDLipsyJH3F2,Sunday,Hip-Hop / Rap,First album in 16 years — Let God Sort Em Out. Pusha T + No Malice back together.,Chains & Whips|P.O.V.|Popular Demand (Popeyes)|What Happened to That Boy|M.T.B.T.T.F.|Inglorious Bastards|Momma I'm So Sorry|Keys Open Doors|Mr. Me Too|Grindin'|F.I.C.O.|So Be It|Ace Trumpets|The Birds Don't Sing|Cot Damn|Virginia|So Far Ahead,17,Chains & Whips|P.O.V.|Popular Demand (Popeyes)|What Happened to That Boy|M.T.B.T.T.F.|Inglorious Bastards|Momma I'm So Sorry|Keys Open Doors|Mr. Me Too|Grindin'|F.I.C.O.|So Be It|Ace Trumpets|The Birds Don't Sing|Cot Damn|Virginia|So Far Ahead,,,,Sexyy Red; Little Simz; Wale; Big Boi; Joost,https://image-cdn-fa.spotifycdn.com/image/ab676161000051747d6973a4df776665c9852f26,Spotify oEmbed thumbnail_url,,Chains & Whips | So Be It | P.O.V. | Ace Trumpets | So Far Ahead,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Subtronics,https://open.spotify.com/artist/3NJ94iuAmmMjbszODYT6pO,Sunday,Riddim / Dubstep,Heavy-hitting dubstep. Designed to make your skull vibrate.,Cyclops|Magenta|GRIZTRONICS (with GRiZ)|FLAWS|Cyclops Sees All|One Time|Psychedelic Masterpiece (with REZZ),7,Cyclops|Magenta|GRIZTRONICS (with GRiZ)|FLAWS|Cyclops Sees All|One Time|Psychedelic Masterpiece (with REZZ),,,,Hamdi; PinkPantheress; Worship,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174d331b4900584fc95b630f403,Spotify oEmbed thumbnail_url,,crystallized (feat. Inéz) - Subtronics Remix | Black Out Days - Subtronics Remix | Got Away (feat. Royal & the Serpent) | Itchy Scratchy | Griztronics,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Little Simz,https://open.spotify.com/artist/6eXZu6O7nAUA5z6vLV8NKI,Sunday,Rap / Hip-Hop,Lotus Tour — UK rap royalty. One of the best live performers alive.,Thief|Flood|Two Worlds Apart|I Love You I Hate You|Introvert|Young|101 FM|Venom|Mood Swings|Lion|Only|Selfish|Gorilla|Heart on Fire|Woman|Point and Kill|Enough|Dead Body,18,Thief|Flood|Two Worlds Apart|I Love You I Hate You|Introvert|Young|101 FM|Venom|Mood Swings|Lion|Only|Selfish|Gorilla|Heart on Fire|Woman|Point and Kill|Enough|Dead Body,,,,Sexyy Red; Clipse; Wale; Big Boi; Joost,https://image-cdn-ak.spotifycdn.com/image/ab67616100005174a22264dfbad2d96ffc6ee2e0,Spotify oEmbed thumbnail_url,,WE PRAY | Woman | Point and Kill | Gorilla | Free,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Mochakk,https://open.spotify.com/artist/0rTh1tAdrEbdKZBTiiAQSo,Sunday,Afro House / DJ,Brazilian Afro house master — golden hour set will be transcendent.,,0,,,,,Marlon Hoffstadt; Gordo; Kettama; HUGEL; Chloé Caillet x Rossi,https://image-cdn-fa.spotifycdn.com/image/ab6761610000517425eb7fae06eeb3765c8832c0,Spotify oEmbed thumbnail_url,,Da Fonk (feat. Joni) | Jealous | False Need | Noises + Mochakk | Maria,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Duke Dumont,https://open.spotify.com/artist/61lyPtntblHJvA7FMMhi7E,Sunday,Deep House / DJ,UK house legend — Need U (100%) still goes.,Need U (100%)|I Got U|Ocean Drive|Won't Look Back|Red Light Green Light|Be Here|Brainworks,7,Need U (100%)|I Got U|Ocean Drive|Won't Look Back|Red Light Green Light|Be Here|Brainworks,,,,Bedouin; Robin Schulz; Mahmut Orhan; Marlon Hoffstadt; Gordo,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174c0791f9c2d17dfd58e301c91,Spotify oEmbed thumbnail_url,,Ocean Drive | I Got U | Won't Look Back | Need U (100%) (feat. A*M*E) | Ocean Drive - Extended Mix,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Worship,https://open.spotify.com/artist/0QaSiI5TLA4N7mcsdxShDO,Sunday,Drum & Bass / Bass,Culture Shock + Dimension + Sub Focus + 1991 collaborative live set.,,0,,,,,Hamdi; PinkPantheress; Subtronics,https://image-cdn-fa.spotifycdn.com/image/ab6761610000517426fd464ae2464f49024dfdbd,Spotify oEmbed thumbnail_url,"Spotify URL resolves to Sub Focus; image may not represent the billed act ""Worship.""",Go Back (feat. Julia Church) | On & On (feat. bbyclose) | Elevate | Solar System | Wildfire,Spotify artist embed top tracks,"Top tracks pulled from linked Spotify artist page, which resolves to Sub Focus rather than the billed act ""Worship."""
Armin van Buuren × Adam Beyer,https://open.spotify.com/artist/0eDvMgVFoNV3TpwtrVCoTj,Sunday,Trance / Techno / DJ,Trance meets techno — epic b2b collab set from two legends.,,0,,,,,Sahar Z; Boys Noize; Green Velvet × AYYBO; Sander Kleinenberg; REZZ,https://image-cdn-ak.spotifycdn.com/image/ab67616100005174597f9edd2cd1a892d4412b09,Spotify oEmbed thumbnail_url,Spotify URL appears mismatched and resolves to Pop Smoke; verify before using.,What You Know Bout Love | Dior | Mood Swings (feat. Lil Tjay) | For The Night (feat. Lil Baby & DaBaby) | Invincible,Spotify artist embed top tracks,"Top tracks pulled from linked Spotify artist page, which appears mismatched and resolves to Pop Smoke."
Holly Humberstone,https://open.spotify.com/artist/0nnYdIpahs41QiZ9MWp5Wx,Sunday,Indie Pop,Emotionally devastating live set. Raw UK singer-songwriter.,Paint My Bedroom Black|Into Your Room|The Walls Are Way Too Thin|Overkill|Die Happy|Cruel World|Kissing in Swimming Pools|Falling Asleep at the Wheel|Deep End|White Noise|Down Swinging|To Love Somebody|Dive|Scarlett|Lauren,15,Paint My Bedroom Black|Into Your Room|The Walls Are Way Too Thin|Overkill|Die Happy|Cruel World|Kissing in Swimming Pools|Falling Asleep at the Wheel|Deep End|White Noise|Down Swinging|To Love Somebody|Dive|Scarlett|Lauren,,,,Dijon; Foster the People; Lykke Li; The Two Lips; flowerovlove,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174fc13849ee1941d15f8f475a8,Spotify oEmbed thumbnail_url,,To Love Somebody | Die Happy | Falling Asleep At The Wheel | Scarlett | The Walls Are Way Too Thin,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Gigi Perez,https://open.spotify.com/artist/1iCnM8foFssWlPRLfAbIwo,Sunday,Folk / Indie,Gorgeous folk singer-songwriter — intimate and powerful.,Please Be Rude|Sleeping|Fable|Normalcy|At The Beach In Every Life|Twister|Chemistry|Sailor Song|Sugar Water|Sometimes|Arms|Video Games|Crown|When She Smiles,14,Please Be Rude|Sleeping|Fable|Normalcy|At The Beach In Every Life|Twister|Chemistry|Sailor Song|Sugar Water|Sometimes|Arms|Video Games|Crown|When She Smiles,,,,The xx; Ethel Cain; Joyce Manor; CMAT; SOMBR,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174d58f13475be93b37bb63893f,Spotify oEmbed thumbnail_url,,Sailor Song | Fable | Please Be Rude | Eternity | Icarus (with Gigi Perez),Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
The Rapture,https://open.spotify.com/artist/166Dz1GX3xonSQ3Z6CQW26,Sunday,Dance-Punk / Post-Punk,Seminal NYC dance-punk — House of Jealous Lovers will hit hard.,House of Jealous Lovers|Get Myself Into It|Echoes|Out of the Races and Onto the Tracks|Sister Saviour|No Sex for Ben|How Deep Is Your Love?|Sail Away,8,House of Jealous Lovers|Get Myself Into It|Echoes|Out of the Races and Onto the Tracks|Sister Saviour|No Sex for Ben|How Deep Is Your Love?|Sail Away,,,,Devo; Interpol; Geese; Ceremony; Lambrini Girls,https://image-cdn-ak.spotifycdn.com/image/ab676161000051749f184452ed39346bc5e0849a,Spotify oEmbed thumbnail_url,,Echoes | How Deep Is Your Love? | Sister Saviour - DFA Vocal Remix | House Of Jealous Lovers | Whoo! Alright - Yeah...Uh Huh.,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Suicidal Tendencies,https://open.spotify.com/artist/3WPKDlucMsXH6FC1XaclZC,Sunday,Hardcore / Thrash,California hardcore legends. Institutionalized in the desert.,Institutionalized|Possessed to Skate|Pledge Your Allegiance|War Inside My Head|You Can't Bring Me Down|Subliminal|Trip at the Brain|How Will I Laugh Tomorrow,8,Institutionalized|Possessed to Skate|Pledge Your Allegiance|War Inside My Head|You Can't Bring Me Down|Subliminal|Trip at the Brain|How Will I Laugh Tomorrow,,,,Turnstile; Febuary; Ceremony; DRAIN; Devo,https://image-cdn-fa.spotifycdn.com/image/ab6761610000517434e9707779175a2453a1d786,Spotify oEmbed thumbnail_url,,Institutionalized | Cyco Vision | Subliminal | You Can't Bring Me Down | War Inside My Head,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
BUNT.,https://open.spotify.com/artist/2CpLIMBoE2ZzyY3ZBCRZ7j,Sunday,Electronic / Indie Dance,German electronic/indie dance producer.,,0,,,,,flowerovlove; Ecca Vandal; Nine Inch Noize; Disclosure; Moby,https://image-cdn-fa.spotifycdn.com/image/ab676161000051745b7e8e92c0f81880bf93bc6b,Spotify oEmbed thumbnail_url,,Clouds | TRIPPIN | What If You Fly (Sweet Disposition) | Crazy | Other Side,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
French Police,https://open.spotify.com/artist/75vqTLIltGApfI0NxcsJaC,Sunday,Electronic / DJ,,Vampiro|HUNNY|Clock Man|Je Te Veux|FRENCH TIPS|BABY|Bully|En la Noche|CDMX|LIBRA|SUGAR KILLER,11,Vampiro|HUNNY|Clock Man|Je Te Veux|FRENCH TIPS|BABY|Bully|En la Noche|CDMX|LIBRA|SUGAR KILLER,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174db6ae596deaaa5b85e3042a0,Spotify oEmbed thumbnail_url,,Vampiro | Club De Vampiros | HUNNY | FRENCH TIPS | Je Te Veux,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Black Flag,https://open.spotify.com/artist/5Mhs3Eu8lU6sRCtRYsmABV,Sunday,Hardcore Punk,Punk legends with a new lineup — raw California hardcore.,Can't Decide|Nervous Breakdown|No Values|I've Had It|Wasted|Black Coffee|Six Pack|Depression|Forever Time|The Swinging Man|Nothing Left Inside|Fucked Up,12,Can't Decide|Nervous Breakdown|No Values|I've Had It|Wasted|Black Coffee|Six Pack|Depression|Forever Time|The Swinging Man|Nothing Left Inside|Fucked Up,,,,Turnstile; Devo; Joyce Manor; Hot Mulligan; Fleshwater,https://image-cdn-fa.spotifycdn.com/image/ab6761610000517464f57c3f54c287c42cadf773,Spotify oEmbed thumbnail_url,,Rise Above | Nervous Breakdown | My War | Six Pack | TV Party,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Oklou,https://open.spotify.com/artist/6fFcUOFcbjeIuEomuUthkw,Sunday,Electronic / Art Pop,"French experimental pop — delicate, hypnotic, entirely original.",i love u but ur strange|phone a friend|freak|make up|2much|cry cry cry|flute|nightwalker|wanna go back|I Can Feel It,10,i love u but ur strange|phone a friend|freak|make up|2much|cry cry cry|flute|nightwalker|wanna go back|I Can Feel It,,,,Labrinth; Noga Erez; FKA twigs; fakemink; Ninajirachi,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174f8b90fcffca3c4e28564f0e3,Spotify oEmbed thumbnail_url,,harvest sky | viscus (feat. FKA twigs) | blade bird | take me by the hand | ict,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Röyksopp,https://open.spotify.com/artist/5nPOO9iTcrs9k6yFffPxjH,Sunday,Electronic / Synth Pop,"Norwegian legends — timeless, emotionally rich electronic sets.",Remind Me|What Else Is There?|The Understanding|Poor Leno|Only This Moment|Eple|Running to the Sea|Never Ever|Here She Comes Again|I Had This Thing|This Time This Place,11,Remind Me|What Else Is There?|The Understanding|Poor Leno|Only This Moment|Eple|Running to the Sea|Never Ever|Here She Comes Again|I Had This Thing|This Time This Place,,,,The xx; Nine Inch Noize; Disclosure; Moby; fakemink,https://image-cdn-ak.spotifycdn.com/image/ab676161000051746bc3053447db6b61f3fe444c,Spotify oEmbed thumbnail_url,,What Else Is There? | EVERYWHERE I GO (REMIND ME) feat. Kid Cudi | Eple | Remind Me | So Easy,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
The Chats,https://open.spotify.com/artist/1aQ7P3HtKOQFW16ebjiks1,Sunday,Garage Punk,Australian garage punk trio — chaotic and hilarious live.,Billy Backwash's Day|Dead on Site|6L GTR|Ross River|Emperor of the Beach|Out on the Street|Casualty|Left Right|Temperature|Ticket Inspector|The Price of Smokes|Struck by Lightning|Smoko|Better Than You|Pub Feed,15,Billy Backwash's Day|Dead on Site|6L GTR|Ross River|Emperor of the Beach|Out on the Street|Casualty|Left Right|Temperature|Ticket Inspector|The Price of Smokes|Struck by Lightning|Smoko|Better Than You|Pub Feed,,,,Turnstile; Devo; Joyce Manor; Hot Mulligan; Fleshwater,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174a43a92d50e11b126604d710e,Spotify oEmbed thumbnail_url,,Smoko | 6L GTR | Pub Feed | The Price Of Smokes | Bus Money,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
DRAIN,https://open.spotify.com/artist/7FAAkDlPg6pg0860CIDzmu,Sunday,Hardcore / Metalcore,"Santa Cruz hardcore — heavy, fast, relentless.",Feel the Pressure|Stealing Happiness From Tomorrow|FTS (KYS)|Who's Having Fun?|Nights Like These|Good Good Things|Sick One|Intermission|California Cursed,9,Feel the Pressure|Stealing Happiness From Tomorrow|FTS (KYS)|Who's Having Fun?|Nights Like These|Good Good Things|Sick One|Intermission|California Cursed,,,,Turnstile; Febuary; Ceremony; Suicidal Tendencies; Devo,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174821ff80e88a1da42c3edd795,Spotify oEmbed thumbnail_url,,Feel the Pressure | Stealing Happiness From Tomorrow | Good Good Things | Who’s Having Fun? | Scared Of Everything And Nothing,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Model/Actriz,https://open.spotify.com/artist/7gdb1IQFHFQqCc5KoLTYNC,Sunday,Post-Punk / Industrial,Frontman Cole Haden dives into the pit. Menacing and romantic.,Crossing Guard|Mosquito|Amaranth|Donkey Show|Dogwood|Raw Mission|Conversation with Death|Valentine|Sunspot,9,Crossing Guard|Mosquito|Amaranth|Donkey Show|Dogwood|Raw Mission|Conversation with Death|Valentine|Sunspot,,,,Nine Inch Noize; Devo; Interpol; Geese; Ceremony,https://image-cdn-fa.spotifycdn.com/image/ab676161000051741359d08341c26bd15c4549e0,Spotify oEmbed thumbnail_url,,Cinderella | Diva | Vespers | Poppy | Acid Rain,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
COBRAH,https://open.spotify.com/artist/1AHswQqsDNmu1xaE8KpBne,Sunday,Electronic / Pop,"Swedish provocateur — explicit, charismatic electronic pop.",DIP N DRIP|TEA|U KNOW ME|10/10|WIZZ (COBRAH REMIX)|ACTIVATE|TEQUILA|FEMININE ENERGY|SUCK|BANG|GOOD PUSS|BRAND NEW BITCH|MAMI,13,DIP N DRIP|TEA|U KNOW ME|10/10|WIZZ (COBRAH REMIX)|ACTIVATE|TEQUILA|FEMININE ENERGY|SUCK|BANG|GOOD PUSS|BRAND NEW BITCH|MAMI,,,,fakemink; Jessica Brankka; WHATMORE; RØZ; LE YORA,https://image-cdn-ak.spotifycdn.com/image/ab67616100005174de3de14c12807415634467b5,Spotify oEmbed thumbnail_url,,Hush | Wet Like (feat. COBRAH) | BRAND NEW BITCH | MAMI | FEMININE ENERGY,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Los Retros,https://open.spotify.com/artist/0qraFJK6boYSp4ZMMX4PzG,Sunday,Indie / Lo-Fi,LA indie/lo-fi soul project — hazy and nostalgic.,Someone To Spend Time With|Amtrak|Friends|It's Got To Be You|Sweet Honey|Solo Tú|Last Day On Earth|Moon Ride|Never Have Enough|Deep Seated,10,Someone To Spend Time With|Amtrak|Friends|It's Got To Be You|Sweet Honey|Solo Tú|Last Day On Earth|Moon Ride|Never Have Enough|Deep Seated,,,,The xx; Ethel Cain; Joyce Manor; CMAT; SOMBR,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174eee6f231bde846066beda6bd,Spotify oEmbed thumbnail_url,,Amtrak | Someone To Spend Time With | Friends | It's Got To Be You | Moon Ride,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
WhoMadeWho,https://open.spotify.com/artist/50Lr1puweM1hFsF1LpIZLM,Sunday,Melodic House / Rock,Danish trio — live instruments meet deep house. Festival revelation.,The Sun and Moon|Silence & Secrets|Move|Your Mind Is a Magician|Every Moment|I Don't Know|Montserrat|Keep Me in My Plane|Head Above Water,9,The Sun and Moon|Silence & Secrets|Move|Your Mind Is a Magician|Every Moment|I Don't Know|Montserrat|Keep Me in My Plane|Head Above Water,,,,Solomun; Disclosure; Turnstile; Groove Armada; Wednesday,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174e1d5828c927dd07747312c36,Spotify oEmbed thumbnail_url,,Miracle | Abu Simbel | Closer | Flying Away with You | Ember,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Jane Remover,https://open.spotify.com/artist/2rLGlNI6htigNxx172qxLu,Sunday,Hyperpop / Shoegaze,TURN UP OR DIE TOUR — no one in hyperpop/shoegaze doing it like her.,TWICE REMOVED|psychoboost|angels in camo|Audiostalker|Star people|Experimental Skin|Dreamflasher|Flash in the Pan|her head is soooo rolling!! love her|movies for guys|Fadeoutz|Professional Vengeance|JRJRJR|Dancing with your eyes closed|TURN UP OR DIE,15,TWICE REMOVED|psychoboost|angels in camo|Audiostalker|Star people|Experimental Skin|Dreamflasher|Flash in the Pan|her head is soooo rolling!! love her|movies for guys|Fadeoutz|Professional Vengeance|JRJRJR|Dancing with your eyes closed|TURN UP OR DIE,,,,NewDad; Slayyyter; Fleshwater; Ninajirachi; Dijon,https://image-cdn-fa.spotifycdn.com/image/ab6761610000517402d9cef80bdc7ff9b53804c3,Spotify oEmbed thumbnail_url,,Dancing with your eyes closed | Music Baby | So What? | Professional Vengeance | Dreamflasher,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
RØZ,https://open.spotify.com/artist/0aULg7LximLNhI6lLzxcXI,Sunday,Electronic / Pop,,,0,,,,,fakemink; Jessica Brankka; WHATMORE; COBRAH; LE YORA,https://image-cdn-fa.spotifycdn.com/image/ab676161000051740744913e8d8f59576784147b,Spotify oEmbed thumbnail_url,,flashes | CORA DE HIELO | Apaga la luz | No veo bien | la vuelta,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Glitterer,https://open.spotify.com/artist/2bTjArGDYivNxnYFH5jUcj,Sunday,Post-Punk / Indie Rock,Ned Russin (Title Fight) project — raw and emotionally raw.,I Want to Be Invisible|Recollection|Bodies|The Race|Plastic|Wander|Try Harder Still|Didn't Want It|Little Backward Glance|Can't Feel Anything|Digging in the Trash|Big Winner|No One There|Fire|Are You Sure?,15,I Want to Be Invisible|Recollection|Bodies|The Race|Plastic|Wander|Try Harder Still|Didn't Want It|Little Backward Glance|Can't Feel Anything|Digging in the Trash|Big Winner|No One There|Fire|Are You Sure?,,,,Interpol; Geese; Carolina Durante; The Strokes; Blondshell,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174b0d755de1a8992262b21e86e,Spotify oEmbed thumbnail_url,,Stainless Steel | Are You Sure? | Not Forever | Until | Somebody,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
